car_ID, time_s, x_est, y_est, v_est, yaw_est, yawdot_est, x_var, y_var, v_var, yaw_var, yawdot_var, x_tru, y_tru, vx_tru, vy_tru
1, 1.333333, 16.881492, -4.030087, -5.972310, 0.013883, 0.012467, 0.005029, 0.038434, 0.029189, 0.010298, 0.032689, 16.800000, -4.000000, -6.000000, -0.000000
2, 1.333333, -10.259565, -0.136249, 2.488937, -0.023238, -0.065275, 0.019724, 1.148757, 0.086815, 2.579629, 1.012465, -9.953953, 0.441543, 2.722789, 1.045642
0, 1.366666, -2.872019, 4.042484, 5.293867, 0.012793, -0.007221, 0.003784, 0.003309, 0.045000, 0.001236, 0.013691, -2.804997, 4.000000, 5.450006, 0.000000
1, 1.366666, 16.701456, -3.951304, -5.925212, -0.017012, -0.020157, 0.005005, 0.037405, 0.030226, 0.009798, 0.031286, 16.600000, -4.000000, -6.000000, -0.000000
2, 1.366666, -10.164211, -0.141613, 2.552027, 0.001648, -0.051449, 0.020167, 1.189366, 0.088939, 2.656817, 1.011828, -9.863193, 0.476398, 2.800582, 1.075517
0, 1.400000, -2.703171, 4.044402, 5.290404, 0.006513, -0.024133, 0.003701, 0.003218, 0.045105, 0.001151, 0.013395, -2.623330, 4.000000, 5.466673, 0.000000
1, 1.400000, 16.513248, -3.933796, -5.934019, -0.025681, -0.031698, 0.005006, 0.036943, 0.030172, 0.009611, 0.030734, 16.400000, -4.000000, -6.000000, -0.000000
2, 1.400000, -10.129510, -0.123295, 2.589812, 0.031366, -0.040156, 0.020760, 1.227672, 0.091069, 2.734396, 1.010686, -9.769841, 0.512248, 2.878376, 1.105393
0, 1.433333, -2.501922, 4.060181, 5.378171, 0.004284, -0.043978, 0.003619, 0.003141, 0.045190, 0.001080, 0.013151, -2.441108, 4.000000, 5.483340, 0.000000
1, 1.433333, 16.297373, -4.019047, -6.015344, 0.005536, -0.001627, 0.005008, 0.036492, 0.029891, 0.009446, 0.030289, 16.200000, -4.000000, -6.000000, -0.000000
2, 1.433333, -10.082240, -0.118600, 2.635839, 0.045292, -0.040648, 0.021368, 1.262336, 0.093201, 2.811216, 1.008691, -9.673895, 0.549095, 2.956170, 1.135268
0, 1.466666, -2.316000, 4.056253, 5.374478, 0.007937, -0.025815, 0.003529, 0.003073, 0.045236, 0.001006, 0.012866, -2.258330, 4.000000, 5.500007, 0.000000
1, 1.466666, 16.091693, -4.011365, -5.984931, 0.007016, 0.006242, 0.004992, 0.035581, 0.030590, 0.009046, 0.029326, 16.000000, -4.000000, -6.000000, -0.000000
2, 1.466666, -9.882526, -0.223124, 2.738377, -0.021838, -0.078343, 0.021954, 1.293938, 0.095331, 2.888010, 1.006131, -9.575356, 0.586937, 3.033964, 1.165143
0, 1.500000, -2.155971, 4.033582, 5.349903, -0.026292, -0.112484, 0.003435, 0.003016, 0.045248, 0.000940, 0.012605, -2.074996, 4.000000, 5.516674, 0.000000
1, 1.500000, 15.902187, -3.930752, -6.074770, -0.042014, -0.069046, 0.004980, 0.034711, 0.031129, 0.008701, 0.028556, 15.800000, -4.000000, -6.000000, -0.000000
2, 1.500000, -9.869301, -0.203619, 2.776761, 0.000961, -0.065397, 0.022416, 1.328393, 0.097441, 2.969609, 1.004939, -9.474224, 0.625775, 3.111758, 1.195019
0, 1.533333, -1.953177, 4.029649, 5.370309, -0.011178, -0.056528, 0.003350, 0.002976, 0.045266, 0.000899, 0.012466, -1.891107, 4.000000, 5.533340, 0.000000
1, 1.533333, 15.686294, -3.930845, -5.998906, -0.034504, -0.048471, 0.004990, 0.034320, 0.030248, 0.008587, 0.028415, 15.600000, -4.000000, -6.000000, -0.000000
2, 1.533333, -9.578291, -0.313686, 2.916523, 0.004859, -0.068586, 0.022889, 1.360720, 0.099570, 3.051807, 1.003283, -9.370498, 0.665609, 3.189552, 1.224894
0, 1.566666, -1.742195, 4.044130, 5.466891, -0.008345, -0.058130, 0.003250, 0.002942, 0.045196, 0.000850, 0.012259, -1.706662, 4.000000, 5.550007, 0.000000
1, 1.566666, 15.466251, -4.026494, -6.059635, 0.002851, -0.008211, 0.004988, 0.033749, 0.029761, 0.008429, 0.028169, 15.399999, -4.000000, -6.000000, -0.000000
2, 1.566666, -9.549679, -0.282087, 2.954152, 0.054317, -0.047393, 0.023850, 1.395296, 0.101596, 3.133001, 1.001235, -9.264180, 0.706439, 3.267346, 1.254770
0, 1.600000, -1.591027, 4.026132, 5.370318, -0.013185, -0.051409, 0.003143, 0.002916, 0.045072, 0.000797, 0.012008, -1.521662, 4.000000, 5.566674, 0.000000
1, 1.600000, 15.288705, -3.898402, -5.988314, -0.045684, -0.057473, 0.004969, 0.032721, 0.030428, 0.008051, 0.027394, 15.199999, -4.000000, -6.000000, -0.000000
