car_ID, time_s, x_est, y_est, v_est, yaw_est, yawdot_est, x_var, y_var, v_var, yaw_var, yawdot_var, x_tru, y_tru, vx_tru, vy_tru
0, 1.366666, -2.820237, 4.030875, 5.374477, 0.012627, 0.007629, 0.001884, 0.001540, 0.035667, 0.000952, 0.012692, -2.804997, 4.000000, 5.450006, 0.000000
1, 1.366666, 16.642243, -3.997003, -5.887236, 0.005291, 0.016947, 0.001394, 0.004205, 0.020141, 0.002208, 0.018354, 16.600000, -4.000000, -6.000000, -0.000000
2, 1.366666, -9.903998, 0.417602, 2.564912, 0.329157, 0.198107, 0.001250, 0.003975, 0.023786, 0.012694, 0.050747, -9.863193, 0.476398, 2.800582, 1.075517
0, 1.400000, -2.635355, 4.017954, 5.385687, 0.002959, -0.012708, 0.001876, 0.001488, 0.036078, 0.000893, 0.012438, -2.623330, 4.000000, 5.466673, 0.000000
1, 1.400000, 16.449757, -4.024278, -5.915340, 0.019175, 0.036393, 0.001397, 0.004152, 0.020259, 0.002177, 0.018282, 16.400000, -4.000000, -6.000000, -0.000000
2, 1.400000, -9.804286, 0.419625, 2.637851, 0.285009, 0.120219, 0.001249, 0.003976, 0.023445, 0.011707, 0.046881, -9.769841, 0.512248, 2.878376, 1.105393
0, 1.433333, -2.440820, 4.026103, 5.450623, 0.001762, -0.026553, 0.001869, 0.001440, 0.036456, 0.000844, 0.012226, -2.441108, 4.000000, 5.483340, 0.000000
1, 1.433333, 16.249433, -4.019182, -5.961030, 0.013411, 0.020866, 0.001397, 0.004117, 0.020277, 0.002158, 0.018258, 16.200000, -4.000000, -6.000000, -0.000000
2, 1.433333, -9.706046, 0.483620, 2.785447, 0.327078, 0.158556, 0.001248, 0.003947, 0.023493, 0.010677, 0.043095, -9.673895, 0.549095, 2.956170, 1.135268
0, 1.466666, -2.280895, 4.008044, 5.358929, -0.004278, -0.021982, 0.001862, 0.001406, 0.036750, 0.000807, 0.012084, -2.258330, 4.000000, 5.500007, 0.000000
1, 1.466666, 16.028603, -4.065205, -5.990428, 0.041004, 0.068863, 0.001403, 0.004072, 0.020551, 0.002125, 0.018138, 16.000000, -4.000000, -6.000000, -0.000000
2, 1.466666, -9.620275, 0.484804, 2.774492, 0.292200, 0.101347, 0.001248, 0.003948, 0.023215, 0.009825, 0.040069, -9.575356, 0.586937, 3.033964, 1.165143
0, 1.500000, -2.103060, 3.980071, 5.378865, -0.034017, -0.101416, 0.001852, 0.001368, 0.037030, 0.000772, 0.011921, -2.074996, 4.000000, 5.516674, 0.000000
1, 1.500000, 15.822889, -4.061244, -6.118001, 0.029263, 0.031196, 0.001406, 0.004039, 0.020819, 0.002097, 0.018032, 15.800000, -4.000000, -6.000000, -0.000000
2, 1.500000, -9.502329, 0.497534, 2.976732, 0.252878, 0.023659, 0.001247, 0.003916, 0.022942, 0.009059, 0.037451, -9.474224, 0.625775, 3.111758, 1.195019
0, 1.533333, -1.909815, 3.999680, 5.407780, -0.012524, -0.037435, 0.001843, 0.001334, 0.037259, 0.000742, 0.011783, -1.891107, 4.000000, 5.533340, 0.000000
1, 1.533333, 15.628026, -4.015312, -6.008021, 0.004078, -0.006107, 0.001404, 0.004045, 0.020680, 0.002092, 0.018064, 15.600000, -4.000000, -6.000000, -0.000000
2, 1.533333, -9.396704, 0.594967, 3.046071, 0.342639, 0.147037, 0.001248, 0.003866, 0.023310, 0.008172, 0.034577, -9.370498, 0.665609, 3.189552, 1.224894
0, 1.566666, -1.686881, 4.005029, 5.541674, -0.009704, -0.036188, 0.001826, 0.001301, 0.037471, 0.000704, 0.011561, -1.706662, 4.000000, 5.550007, 0.000000
1, 1.566666, 15.441843, -4.025997, -6.003009, 0.008057, -0.000785, 0.001407, 0.004028, 0.020605, 0.002087, 0.018078, 15.399999, -4.000000, -6.000000, -0.000000
2, 1.566666, -9.274082, 0.644497, 3.171863, 0.350497, 0.141007, 0.001248, 0.003813, 0.023640, 0.007403, 0.032180, -9.264180, 0.706439, 3.267346, 1.254770
0, 1.600000, -1.518262, 4.002208, 5.490875, -0.010453, -0.031280, 0.001804, 0.001274, 0.037647, 0.000664, 0.011315, -1.521662, 4.000000, 5.566674, 0.000000
1, 1.600000, 15.252941, -3.977821, -5.960986, -0.020208, -0.048290, 0.001407, 0.004018, 0.020457, 0.002088, 0.018110, 15.199999, -4.000000, -6.000000, -0.000000
