sen_ID_lid_rad, time_s, x, y, v
0, 9.266666, 18.483280, 0.115736, 0.000000
1, 9.266666, 18.249576, 0.451358, -4.149141
0, 9.266666, 8.556890, -3.884388, 0.000000
1, 9.266666, 8.447558, -3.677937, 5.241162
0, 9.266666, 46.355038, 3.741667, 0.000000
1, 9.266666, 46.024537, 4.744019, 5.678881
0, 9.300000, 18.319372, 0.082196, 0.000000
1, 9.300000, 18.121450, -1.035354, -4.022888
0, 9.300000, 8.724648, -3.917928, 0.000000
1, 9.300000, 8.341714, -4.382170, 5.455954
0, 9.300000, 46.519456, 3.706488, 0.000000
1, 9.300000, 46.482021, 0.955373, 5.871985
0, 9.333333, 17.960718, -0.187396, 0.000000
1, 9.333333, 18.393635, 0.819693, -3.938299
0, 9.333333, 8.699882, -4.187520, 0.000000
1, 9.333333, 9.309760, -3.650572, 5.627880
0, 9.333333, 46.491351, 3.435257, 0.000000
1, 9.333333, 46.733764, 5.720368, 6.023422
0, 9.366666, 18.105104, -0.079751, 0.000000
1, 9.366666, 17.984443, -0.184793, -4.214452
0, 9.366666, 9.180379, -4.079875, 0.000000
1, 9.366666, 9.031186, -4.037521, 5.437944
0, 9.366666, 46.968507, 3.541264, 0.000000
1, 9.366666, 46.883852, 3.128565, 5.814115
0, 9.400000, 18.054753, 0.096120, 0.000000
1, 9.400000, 18.216507, -0.117553, -4.323562
0, 9.400000, 9.468361, -3.904004, 0.000000
1, 9.400000, 9.585465, -4.152268, 5.414009
0, 9.400000, 47.253149, 3.715496, 0.000000
1, 9.400000, 47.437113, 3.330763, 5.771849
0, 9.433333, 17.816780, -0.183317, 0.000000
1, 9.433333, 17.970945, 0.561042, -4.508095
0, 9.433333, 9.570942, -4.183441, 0.000000
1, 9.433333, 9.845227, -3.746175, 5.313676
0, 9.433333, 47.352391, 3.434419, 0.000000
1, 9.433333, 47.378611, 5.108622, 5.654158
0, 9.466666, 17.580268, 0.049165, 0.000000
1, 9.466666, 17.288156, -0.713395, -4.583014
0, 9.466666, 9.677207, -3.950959, 0.000000
1, 9.466666, 9.262750, -4.234346, 5.322049
0, 9.466666, 47.455316, 3.665262, 0.000000
1, 9.466666, 47.286809, 1.637326, 5.646079
0, 9.500000, 17.403385, -0.212821, 0.000000
1, 9.500000, 17.466810, 0.266915, -4.391671
0, 9.500000, 9.845324, -4.212945, 0.000000
1, 9.500000, 9.976594, -3.814955, 5.595832
0, 9.500000, 47.620094, 3.401637, 0.000000
1, 9.500000, 47.625149, 4.335711, 5.904259
0, 9.533333, 17.329657, 0.275123, 0.000000
1, 9.533333, 17.598206, -0.470049, -4.203017
0, 9.533333, 10.118817, -3.725001, 0.000000
